# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  7 13:44:30 2023
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
FALSE POSITIVE,FALSE POSITIVE,370.506840000,1.7890000e-02,-1.7890000e-02,0,,,12.13200,0.83200,-0.83200,2.06,8.700e-01,-2.000e-01,1.0251,,,89.95,,,277.0,,,237.200000,41.900000,-41.900000,6360.00,166.00,-221.00,0.9990,0.4230,-0.0980,1.0440,0.1730,-0.1290
FALSE POSITIVE,FALSE POSITIVE,1.332580225,8.7420000e-06,-8.7420000e-06,0,,,2.05700,0.15600,-0.15600,2.18,3.600e-01,-1.070e+00,0.0293,,,83.11,,,3111.0,,,4.330000,1.600000,-1.600000,6858.00,191.00,-287.00,3.0960,0.5050,-1.5160,1.8800,0.1850,-0.5550
CANDIDATE,CANDIDATE,7.429932200,1.5520000e-04,-1.5520000e-04,0,,,4.01300,0.57400,-0.57400,1.81,2.800e-01,-3.300e-01,0.0738,,,84.32,,,1024.0,,,8.350000,4.100000,-4.100000,5635.00,76.00,-76.00,1.2520,0.1910,-0.2330,0.9720,0.0740,-0.0540
CANDIDATE,CANDIDATE,79.334347000,1.5740000e-03,-1.5740000e-03,0,,,10.88600,0.52700,-0.52700,1.56,4.600e-01,-2.500e-01,0.3653,,,89.13,,,500.0,,,43.100000,19.900000,-19.900000,6384.00,158.00,-206.00,1.1500,0.3380,-0.1820,1.0270,0.1720,-0.1060
CANDIDATE,CANDIDATE,5.682516050,7.0400000e-05,-7.0400000e-05,0,,,3.47900,0.32700,-0.32700,1.03,1.700e-01,-1.400e-01,0.0627,,,90.00,,,1090.0,,,12.590000,2.100000,-2.100000,5753.00,78.00,-78.00,1.1570,0.1890,-0.1550,1.0160,0.0740,-0.0620
CONFIRMED,CANDIDATE,7.991446960,6.5510000e-05,-6.5510000e-05,0,,,3.63900,0.20200,-0.20200,1.53,2.300e-01,-1.200e-01,0.0783,,,81.62,,,901.0,,,6.450000,3.200000,-3.200000,5700.00,77.00,-77.00,1.0060,0.1480,-0.0790,1.0030,0.0560,-0.0620
FALSE POSITIVE,FALSE POSITIVE,2.903944600,3.6500000e-05,-3.6500000e-05,0,,,10.54200,0.77500,-0.77500,1.17,4.100e-01,-4.000e-01,0.0525,,,66.82,,,2637.0,,,1.742000,0.125000,-0.125000,7846.00,411.00,-822.00,3.0500,1.0510,-1.0510,2.2900,0.2870,-0.4910
FALSE POSITIVE,FALSE POSITIVE,68.538296000,1.1110000e-03,-1.1110000e-03,0,,,3.62700,0.34100,-0.34100,25.77,4.680e+00,-9.300e-01,0.3266,,,90.00,,,1031.0,,,148.500000,47.800000,-47.800000,4687.00,70.00,-56.00,8.1230,1.4740,-0.2950,0.9880,0.4040,-0.0670
CANDIDATE,CANDIDATE,4.526287390,5.0270000e-05,-5.0270000e-05,0,,,3.73600,0.33400,-0.33400,1.02,1.500e-01,-8.000e-02,0.0536,,,86.48,,,1089.0,,,8.150000,3.800000,-3.800000,5700.00,77.00,-77.00,1.0060,0.1480,-0.0790,1.0030,0.0560,-0.0620
FALSE POSITIVE,FALSE POSITIVE,369.798500000,1.1220000e-02,-1.1220000e-02,0,,,12.56400,0.59500,-0.59500,2.53,1.120e+00,-1.900e-01,0.9359,,,89.95,,,225.0,,,229.600000,15.500000,-15.500000,5680.00,188.00,-154.00,0.7570,0.3370,-0.0560,0.7970,0.1050,-0.0670
FALSE POSITIVE,FALSE POSITIVE,6.558834600,1.6740000e-04,-1.6740000e-04,0,,,3.03400,0.93200,-0.93200,0.70,0.000e+00,0.000e+00,0.0687,,,86.52,,,973.0,,,11.690000,5.800000,-5.800000,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,0.643007769,2.4300000e-06,-2.4300000e-06,0,,,0.69000,0.19000,-0.19000,0.35,3.000e-02,-4.000e-02,0.0110,,,89.90,,,1070.0,,,7.200000,3.600000,-3.600000,3925.00,62.00,-86.00,0.4210,0.0290,-0.0500,0.4320,0.0310,-0.0430
CANDIDATE,CANDIDATE,0.597018404,1.0760000e-06,-1.0760000e-06,0,,,0.47780,0.08420,-0.08420,1.09,1.300e-01,-7.000e-02,0.0122,,,87.12,,,1578.0,,,8.770000,3.900000,-3.900000,4985.00,149.00,-134.00,0.6300,0.0810,-0.0400,0.6880,0.0650,-0.0590
FALSE POSITIVE,FALSE POSITIVE,1.061937837,6.1500000e-06,-6.1500000e-06,0,,,2.31000,0.21700,-0.21700,0.68,1.900e-01,-7.000e-02,0.0206,,,87.98,,,1757.0,,,3.560000,1.100000,-1.100000,5893.00,146.00,-176.00,0.9410,0.2640,-0.0940,1.0330,0.1150,-0.1270
CANDIDATE,CANDIDATE,4.820251240,5.5320000e-05,-5.5320000e-05,0,,,2.12900,0.42200,-0.42200,0.78,1.800e-01,-5.000e-02,0.0531,,,87.91,,,1018.0,,,14.780000,7.400000,-7.400000,6035.00,164.00,-182.00,0.7770,0.1740,-0.0500,0.8640,0.0730,-0.0970
CANDIDATE,CANDIDATE,12.401926300,2.6950000e-04,-2.6950000e-04,0,,,4.04300,0.73600,-0.73600,1.49,3.200e-01,-1.500e-01,0.0984,,,84.69,,,713.0,,,9.980000,5.000000,-5.000000,5555.00,167.00,-150.00,0.8320,0.1820,-0.0840,0.8240,0.1090,-0.0720
CANDIDATE,CANDIDATE,152.823896000,4.5560000e-03,-4.5560000e-03,0,,,7.73400,0.65600,-0.65600,2.45,7.400e-01,-3.200e-01,0.5895,,,89.96,,,395.0,,,152.900000,22.500000,-22.500000,6452.00,157.00,-246.00,1.1370,0.3450,-0.1480,1.1670,0.1690,-0.1690
FALSE POSITIVE,FALSE POSITIVE,15.072772870,3.8450000e-05,-3.8450000e-05,0,,,0.77940,0.09420,-0.09420,1.73,3.600e-01,-1.300e-01,0.1132,,,89.30,,,635.0,,,73.500000,35.300000,-35.300000,5521.00,167.00,-150.00,0.7710,0.1610,-0.0580,0.8640,0.0800,-0.1000
FALSE POSITIVE,FALSE POSITIVE,1.716593040,1.3160000e-05,-1.3160000e-05,0,,,1.15400,0.21300,-0.21300,1.17,4.900e-01,-1.100e-01,0.0285,,,89.38,,,1607.0,,,11.370000,2.000000,-2.000000,6192.00,169.00,-206.00,0.9870,0.4130,-0.0950,1.0370,0.1760,-0.1270
CANDIDATE,CANDIDATE,6.808990760,5.1820000e-05,-5.1820000e-05,0,,,2.07700,0.29400,-0.29400,89.29,8.700e+01,-8.470e+00,0.0655,,,77.92,,,795.0,,,9.070000,4.500000,-4.500000,4992.00,208.00,-152.00,0.8540,0.8320,-0.0810,0.8100,0.1050,-0.0550
CANDIDATE,CANDIDATE,77.915425000,2.5430000e-03,-2.5430000e-03,0,,,8.27400,0.68700,-0.68700,1.17,6.000e-02,-9.000e-02,0.3331,,,89.61,,,367.0,,,65.300000,30.000000,-30.000000,5135.00,84.00,-76.00,0.8740,0.0480,-0.0690,0.8120,0.0580,-0.0290
FALSE POSITIVE,FALSE POSITIVE,358.818895000,2.7460000e-03,-2.7460000e-03,0,,,2.50300,0.22700,-0.22700,2.66,7.000e-01,-3.100e-01,0.9572,,,89.93,,,262.0,,,669.000000,316.000000,-316.000000,6056.00,163.00,-181.00,0.9180,0.2450,-0.1050,0.9080,0.1090,-0.0990
FALSE POSITIVE,FALSE POSITIVE,181.353700000,2.9150000e-02,-2.9150000e-02,0,,,16.19000,4.20000,-4.20000,2.11,8.800e-01,-1.800e-01,0.6407,,,89.38,,,317.0,,,70.700000,35.200000,-35.200000,5900.00,170.00,-206.00,0.9510,0.3980,-0.0810,1.0650,0.1700,-0.1420
CANDIDATE,CANDIDATE,284.727213000,8.3630000e-03,-8.3630000e-03,0,,,10.29900,0.94200,-0.94200,2.02,3.000e-01,-2.900e-01,0.8224,,,89.91,,,278.0,,,204.200000,94.600000,-94.600000,5497.00,82.00,-74.00,1.0800,0.1580,-0.1580,0.9130,0.0660,-0.0380
FALSE POSITIVE,FALSE POSITIVE,3.747866940,3.7820000e-05,-3.7820000e-05,0,,,3.63200,0.26700,-0.26700,0.89,2.800e-01,-9.000e-02,0.0485,,,85.97,,,1176.0,,,6.980000,2.400000,-2.400000,5957.00,160.00,-195.00,0.9710,0.2990,-0.1000,1.0830,0.1260,-0.1540
CANDIDATE,CANDIDATE,30.539293100,4.8280000e-04,-4.8280000e-04,0,,,6.88700,0.38300,-0.38300,2.72,4.600e-01,-5.000e-01,0.1942,,,89.93,,,669.0,,,34.500000,14.500000,-14.500000,5803.00,78.00,-78.00,1.3280,0.2220,-0.2440,1.0460,0.0940,-0.0710
FALSE POSITIVE,FALSE POSITIVE,0.913244995,2.6680000e-06,-2.6680000e-06,0,,,0.49310,0.09360,-0.09360,0.77,2.300e-01,-1.000e-01,0.0185,,,88.80,,,1967.0,,,13.670000,6.600000,-6.600000,5923.00,158.00,-193.00,1.0490,0.3190,-0.1370,1.0130,0.1380,-0.1100
FALSE POSITIVE,FALSE POSITIVE,2.975993680,5.1920000e-05,-5.1920000e-05,0,,,4.02300,0.49600,-0.49600,0.79,2.400e-01,-1.100e-01,0.0406,,,87.49,,,1395.0,,,5.560000,2.000000,-2.000000,6202.00,175.00,-197.00,1.0550,0.3260,-0.1400,1.0030,0.1580,-0.1150
CANDIDATE,CANDIDATE,8.312244740,5.6200000e-05,-5.6200000e-05,0,,,2.66300,0.40100,-0.40100,10.63,1.980e+00,-1.490e+00,0.0726,,,71.25,,,801.0,,,3.460000,1.700000,-1.700000,5421.00,161.00,-161.00,0.8160,0.1520,-0.1140,0.7390,0.1040,-0.0480
FALSE POSITIVE,FALSE POSITIVE,0.584148495,1.6040000e-06,-1.6040000e-06,0,,,1.61920,0.09690,-0.09690,0.87,2.900e-01,-1.800e-01,0.0130,,,75.84,,,2130.0,,,2.387000,0.803000,-0.803000,5427.00,160.00,-144.00,1.0310,0.3460,-0.2130,0.8610,0.1080,-0.0720
CANDIDATE,CANDIDATE,12.636204800,1.9850000e-04,-1.9850000e-04,0,,,3.96100,0.39800,-0.39800,1.10,1.600e-01,-7.000e-02,0.1072,,,89.59,,,774.0,,,24.300000,11.100000,-11.100000,5772.00,78.00,-86.00,0.9920,0.1470,-0.0630,1.0280,0.0560,-0.0620
FALSE POSITIVE,FALSE POSITIVE,0.824180121,1.7820000e-06,-1.7820000e-06,0,,,2.83900,0.10500,-0.10500,17.80,5.020e+00,-1.670e+00,0.0168,,,19.52,,,1912.0,,,1.242000,0.602000,-0.602000,5977.00,160.00,-178.00,0.8830,0.2490,-0.0830,0.9290,0.1090,-0.1090
FALSE POSITIVE,FALSE POSITIVE,0.579770948,5.4800000e-07,-5.4800000e-07,0,,,1.03770,0.03230,-0.03230,2.40,6.300e-01,-2.000e-01,0.0135,,,60.95,,,1953.0,,,1.949000,0.964000,-0.964000,5561.00,150.00,-166.00,0.8540,0.2220,-0.0740,0.9680,0.0750,-0.1130
CANDIDATE,CANDIDATE,23.266633000,4.2170000e-04,-4.2170000e-04,0,,,8.31500,0.39100,-0.39100,2.66,4.700e-01,-8.600e-01,0.1821,,,89.75,,,1156.0,,,21.430000,2.200000,-2.200000,5758.00,68.00,-94.00,3.7750,0.6590,-1.2240,1.4870,0.1510,-0.3760
FALSE POSITIVE,FALSE POSITIVE,0.922255890,1.9240000e-05,-1.9240000e-05,0,,,4.22700,0.48200,-0.48200,1.29,2.900e-01,-4.400e-01,0.0188,,,17.80,,,2206.0,,,1.042000,0.516000,-0.516000,5631.00,186.00,-169.00,1.4850,0.3360,-0.5040,1.0460,0.1260,-0.1260
CANDIDATE,CANDIDATE,7.940042810,8.4950000e-05,-8.4950000e-05,0,,,3.28200,0.28500,-0.28500,0.98,3.200e-01,-1.100e-01,0.0813,,,89.99,,,1010.0,,,18.650000,1.600000,-1.600000,6278.00,149.00,-205.00,1.0810,0.3530,-0.1180,1.1320,0.1590,-0.1590
CANDIDATE,CANDIDATE,2.858550490,2.1800000e-05,-2.1800000e-05,0,,,2.34100,0.19400,-0.19400,1.23,1.400e-01,-1.300e-01,0.0378,,,69.56,,,1212.0,,,2.780000,1.400000,-1.400000,5441.00,76.00,-76.00,0.9640,0.1090,-0.1000,0.8810,0.0610,-0.0390
FALSE POSITIVE,FALSE POSITIVE,0.754990960,5.8810000e-05,-5.8810000e-05,0,,,2.48500,0.29200,-0.29200,1.39,4.000e-01,-1.700e-01,0.0160,,,82.05,,,1949.0,,,2.320000,1.000000,-1.000000,5743.00,156.00,-173.00,0.9460,0.2680,-0.1150,0.9530,0.1140,-0.1030
FALSE POSITIVE,FALSE POSITIVE,353.401910000,1.8430000e-02,-1.8430000e-02,0,,,6.68100,1.00000,-1.00000,2.35,3.000e-01,-1.900e-01,0.8982,,,89.95,,,202.0,,,370.000000,103.000000,-103.000000,4957.00,160.00,-131.00,0.7630,0.0970,-0.0640,0.7720,0.0930,-0.0640
CANDIDATE,CANDIDATE,8.952940460,8.7270000e-05,-8.7270000e-05,0,,,2.99500,0.22900,-0.22900,0.86,1.400e-01,-1.500e-01,0.0839,,,87.45,,,1012.0,,,16.140000,7.200000,-7.200000,6047.00,120.00,-132.00,1.2070,0.1910,-0.2100,0.9800,0.0770,-0.0700
FALSE POSITIVE,FALSE POSITIVE,1.428596987,4.9170000e-06,-4.9170000e-06,0,,,2.14010,0.09390,-0.09390,1.62,5.700e-01,-5.900e-01,0.0273,,,79.07,,,2637.0,,,3.770000,1.500000,-1.500000,6745.00,168.00,-224.00,2.1440,0.7480,-0.7760,1.3360,0.2860,-0.2640
CANDIDATE,CANDIDATE,4.843500030,4.3840000e-05,-4.3840000e-05,0,,,3.04500,0.21000,-0.21000,0.90,2.400e-01,-1.600e-01,0.0543,,,80.44,,,1121.0,,,5.450000,2.700000,-2.700000,5762.00,155.00,-155.00,1.0560,0.2850,-0.1900,0.9060,0.1330,-0.0820
CANDIDATE,CANDIDATE,45.163025000,4.4920000e-03,-4.4920000e-03,0,,,7.03000,2.10000,-2.10000,2.35,1.240e+00,-4.400e-01,0.2944,,,89.95,,,886.0,,,48.600000,18.600000,-18.600000,7675.00,235.00,-304.00,2.0150,1.0660,-0.3720,1.6650,0.3160,-0.2300
CANDIDATE,CANDIDATE,36.761401100,9.6430000e-04,-9.6430000e-04,0,,,15.98200,0.76300,-0.76300,1.52,2.400e-01,-1.900e-01,0.2000,,,77.77,,,475.0,,,4.640000,2.300000,-2.300000,5305.00,185.00,-185.00,0.8230,0.1320,-0.0990,0.7890,0.1130,-0.0610
CANDIDATE,CANDIDATE,4.373570433,9.2560000e-06,-9.2560000e-06,0,,,0.62300,0.11900,-0.11900,1.23,8.000e-02,-1.100e-01,0.0448,,,89.89,,,727.0,,,54.300000,24.600000,-24.600000,4362.00,131.00,-131.00,0.6400,0.0450,-0.0550,0.6270,0.0680,-0.0500
FALSE POSITIVE,FALSE POSITIVE,2.217010250,1.5860000e-05,-1.5860000e-05,0,,,2.14800,0.19300,-0.19300,1.16,8.000e-01,-1.700e-01,0.0410,,,89.38,,,2371.0,,,7.930000,1.400000,-1.400000,7524.00,217.00,-317.00,2.0920,1.4590,-0.3050,1.8630,0.3040,-0.2430
FALSE POSITIVE,FALSE POSITIVE,43.075911500,3.4190000e-04,-3.4190000e-04,0,,,90.95000,1.90000,-1.90000,213.46,1.233e+02,-8.221e+01,0.2453,,,52.57,,,1032.0,,,2.070000,1.000000,-1.000000,4766.00,131.00,-107.00,5.9150,3.4170,-2.2780,1.0590,0.3380,-0.1130
CANDIDATE,CANDIDATE,154.674369000,4.6010000e-03,-4.6010000e-03,0,,,9.35000,0.64100,-0.64100,2.29,7.100e-01,-2.600e-01,0.5698,,,89.47,,,371.0,,,83.700000,38.800000,-38.800000,6338.00,176.00,-242.00,1.0020,0.3110,-0.1110,1.0230,0.1460,-0.1200
FALSE POSITIVE,FALSE POSITIVE,372.626370000,2.6840000e-02,-2.6840000e-02,0,,,18.52000,2.40000,-2.40000,2.38,1.000e+00,-2.100e-01,1.0472,,,89.95,,,258.0,,,133.800000,58.200000,-58.200000,6014.00,154.00,-212.00,0.9930,0.4190,-0.0870,1.1010,0.1990,-0.1470
FALSE POSITIVE,FALSE POSITIVE,1.020878310,1.1440000e-05,-1.1440000e-05,0,,,2.42900,0.20800,-0.20800,0.64,1.700e-01,-1.200e-01,0.0196,,,87.39,,,1903.0,,,3.248000,0.173000,-0.173000,5750.00,156.00,-156.00,1.1060,0.3100,-0.2070,0.9680,0.1250,-0.1020
FALSE POSITIVE,FALSE POSITIVE,1.261327690,6.6720000e-06,-6.6720000e-06,0,,,1.24400,0.11700,-0.11700,0.14,0.000e+00,0.000e+00,0.0108,,,87.80,,,447.0,,,7.520000,1.000000,-1.000000,2900.00,0.00,0.00,0.1320,0.0000,0.0000,0.1070,0.0000,0.0000
FALSE POSITIVE,FALSE POSITIVE,6.094066480,2.1570000e-05,-2.1570000e-05,0,,,2.08500,0.17200,-0.17200,54.54,1.708e+01,-9.960e+00,0.0743,,,82.21,,,1417.0,,,9.110000,4.600000,-4.600000,6785.00,185.00,-278.00,1.6660,0.5220,-0.3040,1.4700,0.1970,-0.2410
FALSE POSITIVE,FALSE POSITIVE,1.157814100,6.1230000e-06,-6.1230000e-06,0,,,3.25300,0.10900,-0.10900,1.24,6.700e-01,-6.600e-01,0.0204,,,76.35,,,2133.0,,,2.389000,0.891000,-0.891000,5412.00,177.00,-160.00,1.6290,0.8730,-0.8730,0.8450,0.1070,-0.1070
CANDIDATE,CANDIDATE,15.951386600,1.5560000e-04,-1.5560000e-04,0,,,2.28500,0.22300,-0.22300,1.17,4.200e-01,-1.300e-01,0.1311,,,89.79,,,849.0,,,52.800000,11.700000,-11.700000,6451.00,144.00,-208.00,1.1680,0.4090,-0.1360,1.1810,0.1850,-0.1520
FALSE POSITIVE,FALSE POSITIVE,0.566800926,1.4120000e-06,-1.4120000e-06,0,,,4.40700,0.20100,-0.20100,2.19,0.000e+00,0.000e+00,0.0134,,,20.83,,,2200.0,,,1.038300,0.011800,-0.011800,5780.00,,,1.0000,,,1.0000,,
FALSE POSITIVE,FALSE POSITIVE,24.187647700,1.8400000e-04,-1.8400000e-04,0,,,2.65400,0.40100,-0.40100,118.80,7.401e+01,-2.158e+01,0.1728,,,81.93,,,782.0,,,12.970000,6.500000,-6.500000,6437.00,154.00,-225.00,1.3100,0.8160,-0.2380,1.1750,0.2910,-0.1720
CANDIDATE,CANDIDATE,7.785911100,2.0340000e-04,-2.0340000e-04,0,,,7.78800,0.71000,-0.71000,0.68,2.200e-01,-7.000e-02,0.0769,,,83.26,,,939.0,,,5.760000,2.800000,-2.800000,6045.00,162.00,-180.00,0.9540,0.3050,-0.1020,0.9940,0.1430,-0.1170
FALSE POSITIVE,FALSE POSITIVE,2.449266550,2.7360000e-05,-2.7360000e-05,0,,,2.98800,0.28800,-0.28800,0.76,5.000e-02,-7.000e-02,0.0320,,,87.64,,,1033.0,,,6.150000,1.700000,-1.700000,4840.00,145.00,-130.00,0.7490,0.0530,-0.0720,0.7270,0.0830,-0.0530
FALSE POSITIVE,FALSE POSITIVE,2.178128260,2.6230000e-05,-2.6230000e-05,0,,,2.60100,0.27800,-0.27800,0.81,1.600e-01,-7.000e-02,0.0317,,,86.76,,,1206.0,,,6.100000,2.000000,-2.000000,5426.00,161.00,-161.00,0.8050,0.1590,-0.0680,0.9030,0.0720,-0.1080
CANDIDATE,CANDIDATE,31.183688000,1.2290000e-03,-1.2290000e-03,0,,,6.14000,1.10000,-1.10000,3.21,8.200e-01,-1.450e+00,0.2158,,,87.66,,,876.0,,,22.400000,10.800000,-10.800000,5947.00,196.00,-207.00,2.4070,0.6200,-1.0840,1.3780,0.2050,-0.3520
FALSE POSITIVE,FALSE POSITIVE,1.332594940,2.5200000e-05,-2.5200000e-05,0,,,2.78300,0.50900,-0.50900,0.89,2.600e-01,-9.000e-02,0.0237,,,88.40,,,1665.0,,,3.718000,0.685000,-0.685000,6063.00,163.00,-199.00,0.9180,0.2760,-0.0920,0.9940,0.1200,-0.1320
FALSE POSITIVE,FALSE POSITIVE,2.050483770,2.1920000e-05,-2.1920000e-05,0,,,3.67000,0.26300,-0.26300,0.66,1.400e-01,-1.000e-01,0.0287,,,89.83,,,1339.0,,,4.338000,0.325000,-0.325000,5568.00,167.00,-150.00,0.8540,0.1840,-0.1230,0.7520,0.1200,-0.0480
FALSE POSITIVE,FALSE POSITIVE,1.195506180,1.5760000e-05,-1.5760000e-05,0,,,3.33700,0.28600,-0.28600,0.78,2.200e-01,-2.300e-01,0.0228,,,78.92,,,2152.0,,,2.513000,0.861000,-0.861000,6088.00,184.00,-202.00,1.4630,0.4200,-0.4200,1.1030,0.1620,-0.1620
CANDIDATE,CANDIDATE,2.942423230,1.4630000e-05,-1.4630000e-05,0,,,1.51900,0.13600,-0.13600,1.42,3.100e-01,-1.300e-01,0.0390,,,88.11,,,1098.0,,,13.520000,3.600000,-3.600000,5436.00,187.00,-187.00,0.8190,0.1810,-0.0730,0.9190,0.0720,-0.1080
FALSE POSITIVE,FALSE POSITIVE,0.683082998,5.5710000e-06,-5.5710000e-06,0,,,4.40900,0.36200,-0.36200,9.92,7.200e-01,-4.300e+00,0.0225,,,54.82,,,6757.0,,,1.204000,0.145000,-0.145000,8247.00,149.00,-166.00,7.7620,0.5610,-3.3680,3.2530,0.2140,-0.6420
FALSE POSITIVE,FALSE POSITIVE,0.791771167,7.3100000e-07,-7.3100000e-07,0,,,2.44630,0.04050,-0.04050,82.71,1.166e+01,-4.669e+01,0.0198,,,26.29,,,3419.0,,,1.365000,0.653000,-0.653000,6218.00,196.00,-239.00,3.0700,0.4330,-1.7330,1.6390,0.1910,-0.4470
FALSE POSITIVE,FALSE POSITIVE,0.894172544,2.0660000e-06,-2.0660000e-06,0,,,0.83020,0.07410,-0.07410,0.68,7.000e-02,-6.000e-02,0.0167,,,88.87,,,1461.0,,,8.210000,1.700000,-1.700000,4982.00,151.00,-136.00,0.7360,0.0780,-0.0580,0.7710,0.0710,-0.0710
FALSE POSITIVE,FALSE POSITIVE,1.682076240,1.1710000e-05,-1.1710000e-05,0,,,1.51900,0.18500,-0.18500,1.01,2.700e-01,-2.400e-01,0.0274,,,85.49,,,1980.0,,,7.120000,3.400000,-3.400000,6495.00,156.00,-215.00,1.3110,0.3500,-0.3150,0.9720,0.1340,-0.1100
FALSE POSITIVE,FALSE POSITIVE,9.848091700,1.0770000e-04,-1.0770000e-04,0,,,3.07900,0.25900,-0.25900,0.88,1.100e-01,-1.000e-01,0.0805,,,89.70,,,711.0,,,24.510000,6.800000,-6.800000,5289.00,158.00,-158.00,0.7480,0.0920,-0.0840,0.7170,0.0990,-0.0460
FALSE POSITIVE,FALSE POSITIVE,0.566800593,9.7030000e-06,-9.7030000e-06,0,,,3.90900,0.83500,-0.83500,0.48,1.000e-01,-8.000e-02,0.0143,,,80.91,,,2783.0,,,1.268000,0.524000,-0.524000,6476.00,144.00,-176.00,1.3530,0.2850,-0.2330,1.2020,0.1410,-0.1570
FALSE POSITIVE,FALSE POSITIVE,0.969602551,9.3660000e-06,-9.3660000e-06,0,,,1.72800,0.20100,-0.20100,0.69,8.000e-02,-5.000e-02,0.0170,,,84.06,,,1334.0,,,4.000000,1.900000,-1.900000,4856.00,195.00,-195.00,0.6600,0.0750,-0.0550,0.7010,0.0750,-0.0680
CANDIDATE,CANDIDATE,13.091487800,1.2840000e-04,-1.2840000e-04,0,,,2.03700,0.25600,-0.25600,0.79,1.200e-01,-1.400e-01,0.1104,,,89.83,,,892.0,,,48.900000,14.800000,-14.800000,5919.00,71.00,-79.00,1.2880,0.2090,-0.2300,1.0480,0.0850,-0.0770
FALSE POSITIVE,FALSE POSITIVE,9.258012940,7.0980000e-05,-7.0980000e-05,0,,,2.85400,0.19300,-0.19300,1.73,4.700e-01,-6.400e-01,0.0908,,,89.57,,,1229.0,,,24.570000,7.600000,-7.600000,6200.00,195.00,-217.00,1.8340,0.4930,-0.6780,1.1620,0.1790,-0.1980
FALSE POSITIVE,FALSE POSITIVE,25.955404400,5.9060000e-04,-5.9060000e-04,0,,,8.49100,0.53400,-0.53400,1.46,4.500e-01,-2.000e-01,0.1720,,,83.27,,,656.0,,,8.120000,4.000000,-4.000000,6058.00,180.00,-180.00,1.0380,0.3230,-0.1390,1.0040,0.1430,-0.1170
FALSE POSITIVE,FALSE POSITIVE,3.747882080,5.3810000e-05,-5.3810000e-05,0,,,4.18300,0.27400,-0.27400,0.94,1.800e-01,-7.000e-02,0.0450,,,89.25,,,979.0,,,6.920000,1.000000,-1.000000,5340.00,175.00,-159.00,0.7770,0.1430,-0.0610,0.8710,0.0700,-0.1040
FALSE POSITIVE,FALSE POSITIVE,0.934792550,1.8220000e-06,-1.8220000e-06,0,,,4.58380,0.09310,-0.09310,24.75,6.580e+00,-5.380e+00,0.0178,,,14.74,,,2040.0,,,1.241000,0.621000,-0.621000,6018.00,179.00,-179.00,1.0530,0.2800,-0.2290,0.8640,0.1180,-0.0690
